date,team.name,team.ID,opponent.name,opponent.ID,team.score,opponent.score,game.location,no.overtime
11/10/2017,Central Ark.  Sugar Bears,1004,Hendrix,1124,66,79,NA,NA
11/14/2017,Central Ark.  Sugar Bears,1004,@ Baylor,51,79,22,NA,NA
11/20/2017,Central Ark.  Sugar Bears,1004,Alcorn,17,55,86,NA,NA
11/30/2017,Central Ark.  Sugar Bears,1004,@ Tennessee,694,106,23,NA,NA
12/9/2017,Central Ark.  Sugar Bears,1004,@ Texas A&M,697,75,34,NA,NA
12/16/2017,Central Ark.  Sugar Bears,1004,@ South Alabama,646,61,72,NA,NA
12/20/2017,Central Ark.  Sugar Bears,1004,"Clemson <br/>@ Ocean Bank Convocation Center(Miami,Fla)",147,43,64,NA,NA
12/21/2017,Central Ark.  Sugar Bears,1004,"North Dakota St. <br/>@ Ocean Bank Convocation Center, Miami, FL",493,53,47,NA,NA
12/28/2017,Central Ark.  Sugar Bears,1004,@ A&M-Corpus Christi,26172,68,45,NA,NA
12/31/2017,Central Ark.  Sugar Bears,1004,Southeastern La.,655,58,50,NA,NA
1/3/2018,Central Ark.  Sugar Bears,1004,Sam Houston St.,624,63,47,NA,NA
1/6/2018,Central Ark.  Sugar Bears,1004,Lamar University,346,69,44,NA,NA
1/10/2018,Central Ark.  Sugar Bears,1004,@ Incarnate Word,2743,51,39,NA,NA
1/13/2018,Central Ark.  Sugar Bears,1004,@ Nicholls St.,483,57,35,NA,NA
1/17/2018,Central Ark.  Sugar Bears,1004,New Orleans,474,69,48,NA,NA
1/20/2018,Central Ark.  Sugar Bears,1004,Abilene Christian,2,48,52,NA,NA
1/24/2018,Central Ark.  Sugar Bears,1004,@ SFA,676,63,45,NA,NA
1/27/2018,Central Ark.  Sugar Bears,1004,@ Northwestern St.,508,46,59,NA,NA
2/3/2018,Central Ark.  Sugar Bears,1004,@ Southeastern La.,655,61,53,NA,NA
2/7/2018,Central Ark.  Sugar Bears,1004,Houston Baptist,287,70,78,NA,NA
2/14/2018,Central Ark.  Sugar Bears,1004,@ McNeese,402,64,56,NA,NA
2/17/2018,Central Ark.  Sugar Bears,1004,Nicholls St.,483,51,45,NA,NA
2/21/2018,Central Ark.  Sugar Bears,1004,SFA,676,60,42,NA,NA
2/24/2018,Central Ark.  Sugar Bears,1004,@ Abilene Christian,2,50,55,NA,NA
2/28/2018,Central Ark.  Sugar Bears,1004,@ Sam Houston St.,624,73,61,NA,NA
3/3/2018,Central Ark.  Sugar Bears,1004,Northwestern St.,508,73,53,NA,NA
3/9/2018,Central Ark.  Sugar Bears,1004,"Abilene Christian <br/>@ Katy, Texas (Merrell Center)",2,59,39,NA,NA
3/10/2018,Central Ark.  Sugar Bears,1004,"SFA <br/>@ Katy, Texas (Merrell Center)",676,54,41,NA,NA
3/15/2018,Central Ark.  Sugar Bears,1004,SIUE,660,60,70,NA,NA
3/19/2018,Central Ark.  Sugar Bears,1004,Weber St.,758,51,39,NA,NA
3/24/2018,Central Ark.  Sugar Bears,1004,Nevada,466,82,67,NA,NA
3/29/2018,Central Ark.  Sugar Bears,1004,Yale,813,65,56,NA,NA
11/10/2017,CSUN Matadors,101,@ Oregon,529,50,54,NA,NA
11/14/2017,CSUN Matadors,101,@ San Diego St.,626,43,91,NA,NA
11/17/2017,CSUN Matadors,101,@ New Orleans,474,55,58,NA,NA
11/18/2017,CSUN Matadors,101,"Milwaukee <br/>@ New Orleans, LA (Lakefront Arena)",797,73,76,NA,NA
11/24/2017,CSUN Matadors,101,Idaho,295,50,58,NA,NA
11/25/2017,CSUN Matadors,101,Arizona,29,75,80,NA,NA
11/30/2017,CSUN Matadors,101,Weber St.,758,66,63,NA,NA
12/2/2017,CSUN Matadors,101,Fresno St.,96,61,64,NA,NA
12/7/2017,CSUN Matadors,101,@ San Jose St.,630,85,72,NA,NA
12/9/2017,CSUN Matadors,101,@ Loyola Marymount,370,76,59,NA,NA
12/18/2017,CSUN Matadors,101,Northern Ariz.,501,75,68,NA,NA
12/20/2017,CSUN Matadors,101,Omaha,464,78,69,NA,NA
12/28/2017,CSUN Matadors,101,Biola,30220,60,68,NA,NA
12/30/2017,CSUN Matadors,101,Seattle U,1356,68,51,NA,NA
1/6/2018,CSUN Matadors,101,@ Cal St. Fullerton,97,67,62,NA,NA
1/11/2018,CSUN Matadors,101,UC Santa Barbara,104,70,68,NA,NA
1/13/2018,CSUN Matadors,101,@ Cal Poly,90,73,74,NA,NA
1/18/2018,CSUN Matadors,101,Cal St. Fullerton,97,71,84,NA,NA
1/20/2018,CSUN Matadors,101,UC Riverside,111,65,41,NA,NA
1/25/2018,CSUN Matadors,101,@ Hawaii,277,60,55,NA,NA
1/27/2018,CSUN Matadors,101,@ UC Irvine,109,70,58,NA,NA
1/31/2018,CSUN Matadors,101,@ UC Santa Barbara,104,47,56,NA,NA
2/3/2018,CSUN Matadors,101,UC Davis,108,48,30,NA,NA
2/8/2018,CSUN Matadors,101,Long Beach St.,99,75,71,NA,NA
2/10/2018,CSUN Matadors,101,@ UC Davis,108,51,59,NA,NA
2/15/2018,CSUN Matadors,101,@ UC Riverside,111,46,72,NA,NA
2/17/2018,CSUN Matadors,101,Cal Poly,90,58,69,NA,NA
2/22/2018,CSUN Matadors,101,Hawaii,277,86,66,NA,NA
3/1/2018,CSUN Matadors,101,UC Irvine,109,54,56,NA,NA
3/3/2018,CSUN Matadors,101,@ Long Beach St.,99,71,67,NA,NA
3/6/2018,CSUN Matadors,101,Hawaii <br/>@ Titan Gym,277,54,67,NA,NA
3/7/2018,CSUN Matadors,101,UC Santa Barbara <br/>@ Titan Gym,104,62,57,NA,NA
3/9/2018,CSUN Matadors,101,"Cal Poly <br/>@ Anaheim, CA",90,72,63,NA,NA
3/10/2018,CSUN Matadors,101,"UC Davis <br/>@ Anaheim, CA",108,73,50,NA,NA
3/16/2018,CSUN Matadors,101,@ Notre Dame,513,63,55,NA,NA
11/10/2017,Col. of Charleston Cougars,1014,Lipscomb,28600,81,99,NA,NA
11/12/2017,Col. of Charleston Cougars,1014,@ Furman,244,85,69,NA,NA
11/17/2017,Col. of Charleston Cougars,1014,@ Central Mich.,129,58,72,NA,NA
11/19/2017,Col. of Charleston Cougars,1014,@ Michigan St.,416,58,79,NA,NA
11/22/2017,Col. of Charleston Cougars,1014,Campbell,115,43,107,NA,NA
11/26/2017,Col. of Charleston Cougars,1014,Appalachian St.,27,45,53,NA,NA
11/30/2017,Col. of Charleston Cougars,1014,@ Coastal Caro.,149,70,76,NA,NA
12/5/2017,Col. of Charleston Cougars,1014,@ South Carolina,648,72,70,NA,NA
12/15/2017,Col. of Charleston Cougars,1014,@ North Florida,2711,43,69,NA,NA
12/18/2017,Col. of Charleston Cougars,1014,Wofford,2915,73,69,NA,NA
12/21/2017,Col. of Charleston Cougars,1014,Wake Forest,749,59,51,NA,NA
12/29/2017,Col. of Charleston Cougars,1014,William & Mary,786,40,77,NA,NA
12/31/2017,Col. of Charleston Cougars,1014,@ Towson,711,54,68,NA,NA
1/5/2018,Col. of Charleston Cougars,1014,Hofstra,283,80,67,NA,NA
1/7/2018,Col. of Charleston Cougars,1014,Delaware,180,60,75,NA,NA
1/12/2018,Col. of Charleston Cougars,1014,@ Northeastern,500,59,68,NA,NA
1/14/2018,Col. of Charleston Cougars,1014,@ Hofstra,283,37,59,NA,NA
1/19/2018,Col. of Charleston Cougars,1014,James Madison,317,60,65,NA,NA
1/21/2018,Col. of Charleston Cougars,1014,Towson,711,45,67,NA,NA
1/26/2018,Col. of Charleston Cougars,1014,@ William & Mary,786,58,83,NA,NA
1/28/2018,Col. of Charleston Cougars,1014,@ James Madison,317,66,79,NA,NA
2/2/2018,Col. of Charleston Cougars,1014,Elon,1068,53,67,NA,NA
2/4/2018,Col. of Charleston Cougars,1014,Drexel,191,55,77,NA,NA
2/9/2018,Col. of Charleston Cougars,1014,@ UNCW,460,53,80,NA,NA
2/11/2018,Col. of Charleston Cougars,1014,@ Elon,1068,72,63,NA,NA
2/18/2018,Col. of Charleston Cougars,1014,@ Delaware,180,44,97,NA,NA
2/23/2018,Col. of Charleston Cougars,1014,UNCW,460,51,79,NA,NA
2/25/2018,Col. of Charleston Cougars,1014,Northeastern,500,60,76,NA,NA
3/3/2018,Col. of Charleston Cougars,1014,@ Drexel,191,48,67,NA,NA
3/7/2018,Col. of Charleston Cougars,1014,"Hofstra <br/>@ Daskalakis Athletic Center, Philadelphia",283,57,71,NA,NA
3/8/2018,Col. of Charleston Cougars,1014,James Madison <br/>@ Daskalakis Athletic Center,317,88,72,NA,NA
11/10/2017,Sacramento St. Hornets,102,@ Kentucky,334,66,81,NA,NA
11/11/2017,Sacramento St. Hornets,102,@ Morehead St.,444,70,101,NA,NA
11/14/2017,Sacramento St. Hornets,102,@ West Virginia,768,71,75,NA,NA
11/18/2017,Sacramento St. Hornets,102,@ Arizona St.,28,47,101,NA,NA
11/24/2017,Sacramento St. Hornets,102,@ Nevada,466,58,106,NA,NA
11/26/2017,Sacramento St. Hornets,102,"UC Riverside <br/>@ Reno, Nev. | Lawlor Events Center",111,68,95,NA,NA
11/30/2017,Sacramento St. Hornets,102,@ UC Davis,108,99,72,NA,NA
12/15/2017,Sacramento St. Hornets,102,@ San Francisco,629,95,62,NA,NA
12/18/2017,Sacramento St. Hornets,102,"Miami (FL) <br/>@ Coliseo Ruben Zayas Montanez, P.R.",415,76,90,NA,NA
12/20/2017,Sacramento St. Hornets,102,"Northern Ill. <br/>@ Coliseo Ruben Zayas Montanez, PR",503,56,82,NA,NA
12/30/2017,Sacramento St. Hornets,102,@ Portland St.,550,75,84,NA,NA
1/4/2018,Sacramento St. Hornets,102,Idaho,295,73,74,NA,NA
1/6/2018,Sacramento St. Hornets,102,Eastern Wash.,207,79,64,NA,NA
1/11/2018,Sacramento St. Hornets,102,@ Montana,441,72,83,NA,NA
1/13/2018,Sacramento St. Hornets,102,@ Montana St.,440,59,68,NA,NA
1/18/2018,Sacramento St. Hornets,102,Weber St.,758,50,85,NA,NA
1/20/2018,Sacramento St. Hornets,102,Idaho St.,294,56,78,NA,NA
1/27/2018,Sacramento St. Hornets,102,Portland St.,550,71,85,NA,NA
2/1/2018,Sacramento St. Hornets,102,@ Eastern Wash.,207,72,81,NA,NA
2/3/2018,Sacramento St. Hornets,102,@ Idaho,295,76,83,NA,NA
2/8/2018,Sacramento St. Hornets,102,Montana St.,440,66,101,NA,NA
2/10/2018,Sacramento St. Hornets,102,Montana,441,88,77,NA,NA
2/15/2018,Sacramento St. Hornets,102,@ Idaho St.,294,79,64,NA,NA
2/17/2018,Sacramento St. Hornets,102,@ Weber St.,758,71,83,NA,NA
2/22/2018,Sacramento St. Hornets,102,Northern Ariz.,501,73,86,NA,NA
2/24/2018,Sacramento St. Hornets,102,Southern Utah,667,90,95,NA,NA
2/28/2018,Sacramento St. Hornets,102,@ North Dakota,494,79,77,NA,NA
3/2/2018,Sacramento St. Hornets,102,@ Northern Colo.,502,72,66,NA,NA
3/5/2018,Sacramento St. Hornets,102,"Montana <br/>@ Reno, Nev. (Reno Events Center)",441,68,90,NA,NA
11/10/2017,UC Santa Barbara Gauchos,104,@ Northern Ariz.,501,80,87,NA,NA
11/14/2017,UC Santa Barbara Gauchos,104,@ Santa Clara,631,96,93,NA,NA
11/17/2017,UC Santa Barbara Gauchos,104,Seattle U,1356,63,68,NA,NA
11/24/2017,UC Santa Barbara Gauchos,104,@ Saint Mary's (CA),610,71,77,NA,NA
11/25/2017,UC Santa Barbara Gauchos,104,"UAB <br/>@ Moraga, Calif.",9,59,89,NA,NA
11/27/2017,UC Santa Barbara Gauchos,104,San Diego,627,54,67,NA,NA
11/30/2017,UC Santa Barbara Gauchos,104,Fresno St.,96,58,71,NA,NA
12/3/2017,UC Santa Barbara Gauchos,104,@ UCLA,110,57,64,NA,NA
12/16/2017,UC Santa Barbara Gauchos,104,@ Oregon St.,528,44,74,NA,NA
12/18/2017,UC Santa Barbara Gauchos,104,@ Loyola Marymount,370,49,74,NA,NA
12/22/2017,UC Santa Barbara Gauchos,104,San Diego St.,626,61,67,NA,NA
12/29/2017,UC Santa Barbara Gauchos,104,@ New Mexico St.,472,77,64,NA,NA
1/4/2018,UC Santa Barbara Gauchos,104,Long Beach St.,99,77,47,NA,NA
1/6/2018,UC Santa Barbara Gauchos,104,Cal Poly,90,51,44,NA,NA
1/11/2018,UC Santa Barbara Gauchos,104,@ CSUN,101,73,68,NA,NA
1/13/2018,UC Santa Barbara Gauchos,104,@ UC Irvine,109,74,73,NA,NA
1/18/2018,UC Santa Barbara Gauchos,104,UC Davis,108,74,77,NA,NA
1/20/2018,UC Santa Barbara Gauchos,104,@ Long Beach St.,99,61,68,NA,NA
1/27/2018,UC Santa Barbara Gauchos,104,@ UC Davis,108,90,74,NA,NA
1/31/2018,UC Santa Barbara Gauchos,104,CSUN,101,63,69,NA,NA
2/3/2018,UC Santa Barbara Gauchos,104,Hawaii,277,30,48,NA,NA
2/8/2018,UC Santa Barbara Gauchos,104,@ UC Riverside,111,71,61,NA,NA
2/10/2018,UC Santa Barbara Gauchos,104,@ Cal St. Fullerton,97,76,84,NA,NA
2/15/2018,UC Santa Barbara Gauchos,104,Cal St. Fullerton,97,59,52,NA,NA
2/17/2018,UC Santa Barbara Gauchos,104,UC Irvine,109,78,59,NA,NA
2/21/2018,UC Santa Barbara Gauchos,104,@ Cal Poly,90,82,55,NA,NA
2/24/2018,UC Santa Barbara Gauchos,104,UC Riverside,111,72,73,NA,NA
3/1/2018,UC Santa Barbara Gauchos,104,@ Hawaii,277,72,70,NA,NA
3/7/2018,UC Santa Barbara Gauchos,104,CSUN <br/>@ Titan Gym,101,64,73,NA,NA
11/10/2017,USC Upstate Spartans,10411,@ East Carolina,196,63,72,NA,NA
11/15/2017,USC Upstate Spartans,10411,Presbyterian,1320,53,66,NA,NA
11/17/2017,USC Upstate Spartans,10411,@ Virginia Tech,742,69,83,NA,NA
11/19/2017,USC Upstate Spartans,10411,@ Campbell,115,56,87,NA,NA
11/21/2017,USC Upstate Spartans,10411,Converse,8935,49,69,NA,NA
11/24/2017,USC Upstate Spartans,10411,Omaha,464,71,51,NA,NA
11/28/2017,USC Upstate Spartans,10411,@ Gardner-Webb,1092,66,69,NA,NA
12/3/2017,USC Upstate Spartans,10411,Furman,244,79,45,NA,NA
12/5/2017,USC Upstate Spartans,10411,@ William & Mary,786,59,80,NA,NA
12/9/2017,USC Upstate Spartans,10411,South Carolina St.,647,63,83,NA,NA
12/16/2017,USC Upstate Spartans,10411,UNC Asheville,456,63,44,NA,NA
12/19/2017,USC Upstate Spartans,10411,@ Oklahoma St.,521,70,76,NA,NA
12/30/2017,USC Upstate Spartans,10411,N.C. Central,489,71,108,NA,NA
1/2/2018,USC Upstate Spartans,10411,Brevard,30094,66,61,NA,NA
1/6/2018,USC Upstate Spartans,10411,@ NJIT,471,109,39,NA,NA
1/13/2018,USC Upstate Spartans,10411,@ Stetson,678,95,57,NA,NA
1/15/2018,USC Upstate Spartans,10411,@ FGCU,28755,61,62,NA,NA
1/20/2018,USC Upstate Spartans,10411,North Florida,2711,60,93,NA,NA
1/22/2018,USC Upstate Spartans,10411,Jacksonville,316,61,65,NA,NA
1/27/2018,USC Upstate Spartans,10411,Kennesaw St.,1157,45,71,NA,NA
2/1/2018,USC Upstate Spartans,10411,@ Lipscomb,28600,65,61,NA,NA
2/3/2018,USC Upstate Spartans,10411,@ Kennesaw St.,1157,78,97,NA,NA
2/7/2018,USC Upstate Spartans,10411,Lipscomb,28600,70,64,NA,NA
2/10/2018,USC Upstate Spartans,10411,FGCU,28755,80,64,NA,NA
2/12/2018,USC Upstate Spartans,10411,Stetson,678,44,88,NA,NA
2/17/2018,USC Upstate Spartans,10411,@ Jacksonville,316,69,64,NA,NA
2/19/2018,USC Upstate Spartans,10411,@ North Florida,2711,49,65,NA,NA
2/24/2018,USC Upstate Spartans,10411,NJIT,471,61,79,NA,NA
3/2/2018,USC Upstate Spartans,10411,@ Lipscomb,28600,74,67,NA,NA
11/10/2017,Elon Phoenix,1068,Winthrop,792,53,95,NA,NA
11/13/2017,Elon Phoenix,1068,@ N.C. A&T,488,98,37,NA,NA
11/17/2017,Elon Phoenix,1068,Hampton,270,90,59,NA,NA
11/22/2017,Elon Phoenix,1068,@ UCF,128,82,59,NA,NA
11/24/2017,Elon Phoenix,1068,"Alabama <br/>@ Ft. Lauderdale, FL",8,71,57,NA,NA
11/25/2017,Elon Phoenix,1068,"Iowa <br/>@ Ft. Lauderdale, FL",312,60,55,NA,NA
11/27/2017,Elon Phoenix,1068,Coker,1023,61,74,NA,NA
12/2/2017,Elon Phoenix,1068,@ Wake Forest,749,106,54,NA,NA
12/6/2017,Elon Phoenix,1068,@ Davidson,173,51,53,NA,NA
12/16/2017,Elon Phoenix,1068,@ NC State,490,75,58,NA,NA
12/19/2017,Elon Phoenix,1068,N.C. Central,489,57,70,NA,NA
12/29/2017,Elon Phoenix,1068,UNCW,460,78,50,NA,NA
1/5/2018,Elon Phoenix,1068,@ Delaware,180,75,67,NA,NA
1/7/2018,Elon Phoenix,1068,Northeastern,500,66,80,NA,NA
1/12/2018,Elon Phoenix,1068,@ James Madison,317,78,71,NA,NA
1/14/2018,Elon Phoenix,1068,@ William & Mary,786,67,70,NA,NA
1/19/2018,Elon Phoenix,1068,Towson,711,75,81,NA,NA
1/21/2018,Elon Phoenix,1068,Delaware,180,84,61,NA,NA
1/26/2018,Elon Phoenix,1068,@ Drexel,191,64,51,NA,NA
1/28/2018,Elon Phoenix,1068,@ Towson,711,56,58,NA,NA
2/2/2018,Elon Phoenix,1068,@ Col. of Charleston,1014,71,45,NA,NA
2/4/2018,Elon Phoenix,1068,James Madison,317,77,55,NA,NA
2/9/2018,Elon Phoenix,1068,Drexel,191,50,43,NA,NA
2/11/2018,Elon Phoenix,1068,Col. of Charleston,1014,70,58,NA,NA
2/16/2018,Elon Phoenix,1068,@ Hofstra,283,97,44,NA,NA
2/18/2018,Elon Phoenix,1068,@ Northeastern,500,72,65,NA,NA
2/25/2018,Elon Phoenix,1068,Hofstra,283,65,46,NA,NA
3/1/2018,Elon Phoenix,1068,William & Mary,786,80,55,NA,NA
3/3/2018,Elon Phoenix,1068,@ UNCW,460,82,61,NA,NA
3/8/2018,Elon Phoenix,1068,"William & Mary <br/>@ Daskalakis Athletic Center, Philadelphia",786,58,49,NA,NA
3/9/2018,Elon Phoenix,1068,"James Madison <br/>@ Daskalakis Athletic Center, Philadelphia",317,67,50,NA,NA
3/10/2018,Elon Phoenix,1068,@ Drexel,191,76,53,NA,NA
3/16/2018,Elon Phoenix,1068,@ NC State,490,57,45,NA,NA
11/10/2017,California Golden Bears,107,Saint Mary's (CA),610,35,62,NA,NA
11/17/2017,California Golden Bears,107,@ UConn,164,87,80,NA,NA
11/19/2017,California Golden Bears,107,@ Brown,80,47,82,NA,NA
11/24/2017,California Golden Bears,107,Manhattan,381,89,79,NA,NA
11/25/2017,California Golden Bears,107,Missouri,434,87,66,NA,NA
11/30/2017,California Golden Bears,107,Seattle U,1356,52,55,NA,NA
12/2/2017,California Golden Bears,107,@ Santa Clara,631,87,67,NA,NA
12/7/2017,California Golden Bears,107,San Diego,627,79,41,NA,NA
12/10/2017,California Golden Bears,107,@ Pacific,534,89,64,NA,NA
12/16/2017,California Golden Bears,107,BYU,77,92,85,NA,NA
12/21/2017,California Golden Bears,107,@ Kentucky,334,70,45,NA,NA
12/29/2017,California Golden Bears,107,Southern California,657,62,52,NA,NA
12/31/2017,California Golden Bears,107,UCLA,110,76,64,NA,NA
1/5/2018,California Golden Bears,107,@ Arizona St.,28,46,82,NA,NA
1/7/2018,California Golden Bears,107,@ Arizona,29,71,80,NA,NA
1/12/2018,California Golden Bears,107,Washington,756,53,51,NA,NA
1/14/2018,California Golden Bears,107,Washington St.,754,69,60,NA,NA
1/19/2018,California Golden Bears,107,@ UCLA,110,66,60,NA,NA
1/21/2018,California Golden Bears,107,@ Southern California,657,52,60,NA,NA
1/26/2018,California Golden Bears,107,Arizona,29,62,59,NA,NA
1/28/2018,California Golden Bears,107,Arizona St.,28,63,39,NA,NA
2/2/2018,California Golden Bears,107,@ Oregon,529,42,57,NA,NA
2/4/2018,California Golden Bears,107,@ Oregon St.,528,54,91,NA,NA
2/9/2018,California Golden Bears,107,Colorado,157,48,68,NA,NA
2/11/2018,California Golden Bears,107,Utah,732,78,76,NA,NA
2/15/2018,California Golden Bears,107,@ Stanford,674,84,73,NA,NA
2/17/2018,California Golden Bears,107,Stanford,674,69,74,NA,NA
2/23/2018,California Golden Bears,107,@ Washington St.,754,78,66,NA,NA
2/25/2018,California Golden Bears,107,@ Washington,756,67,54,NA,NA
3/1/2018,California Golden Bears,107,"Washington <br/>@ Seattle, Wash. - KeyArena",756,83,67,NA,NA
3/2/2018,California Golden Bears,107,"UCLA <br/>@ Seattle, Wash. (KeyArena)",110,71,68,NA,NA
3/16/2018,California Golden Bears,107,"Virginia <br/>@ Columbia, S.C. (Colonial Life Arena)",746,74,77,NA,NA
11/10/2017,UC Davis Aggies,108,Washington St.,754,62,68,NA,NA
11/12/2017,UC Davis Aggies,108,Pepperdine,541,91,76,NA,NA
11/17/2017,UC Davis Aggies,108,Portland St.,550,69,64,NA,NA
11/20/2017,UC Davis Aggies,108,@ Pacific,534,79,67,NA,NA
11/24/2017,UC Davis Aggies,108,@ Southern Utah,667,90,58,NA,NA
11/26/2017,UC Davis Aggies,108,@ Seattle U,1356,85,59,NA,NA
11/30/2017,UC Davis Aggies,108,Sacramento St.,102,79,53,NA,NA
12/6/2017,UC Davis Aggies,108,San Francisco,629,79,72,NA,NA
12/9/2017,UC Davis Aggies,108,@ Saint Mary's (CA),610,72,55,NA,NA
12/17/2017,UC Davis Aggies,108,UCF,128,74,50,NA,NA
12/20/2017,UC Davis Aggies,108,@ Oregon St.,528,55,62,NA,NA
12/28/2017,UC Davis Aggies,108,"Yale <br/>@ Bronx, N.Y. - Rose Hill Gym",813,47,61,NA,NA
12/29/2017,UC Davis Aggies,108,@ Fordham,236,71,61,NA,NA
1/4/2018,UC Davis Aggies,108,@ UC Irvine,109,62,70,NA,NA
1/6/2018,UC Davis Aggies,108,Hawaii,277,76,67,NA,NA
1/11/2018,UC Davis Aggies,108,UC Riverside,111,76,52,NA,NA
1/18/2018,UC Davis Aggies,108,@ UC Santa Barbara,104,74,63,NA,NA
1/20/2018,UC Davis Aggies,108,@ Cal Poly,90,68,61,NA,NA
1/24/2018,UC Davis Aggies,108,Cal St. Fullerton,97,80,76,NA,NA
1/27/2018,UC Davis Aggies,108,UC Santa Barbara,104,67,53,NA,NA
2/1/2018,UC Davis Aggies,108,@ Long Beach St.,99,69,63,NA,NA
2/3/2018,UC Davis Aggies,108,@ CSUN,101,83,71,NA,NA
2/7/2018,UC Davis Aggies,108,Cal Poly,90,71,75,NA,NA
2/10/2018,UC Davis Aggies,108,CSUN,101,85,77,NA,NA
2/15/2018,UC Davis Aggies,108,Long Beach St.,99,72,46,NA,NA
2/17/2018,UC Davis Aggies,108,@ Hawaii,277,79,49,NA,NA
2/24/2018,UC Davis Aggies,108,UC Irvine,109,68,56,NA,NA
3/1/2018,UC Davis Aggies,108,@ Cal St. Fullerton,97,66,56,NA,NA
3/3/2018,UC Davis Aggies,108,@ UC Riverside,111,67,55,NA,NA
3/9/2018,UC Davis Aggies,108,"UC Riverside <br/>@ Anaheim, Calif. (Honda Center)",111,62,76,NA,NA
3/10/2018,UC Davis Aggies,108,"CSUN <br/>@ Anaheim, CA",101,49,46,NA,NA
3/15/2018,UC Davis Aggies,108,Idaho,295,55,63,NA,NA
3/18/2018,UC Davis Aggies,108,@ Wyoming,811,82,62,NA,NA
3/23/2018,UC Davis Aggies,108,@ Kansas St.,327,74,64,NA,NA
3/25/2018,UC Davis Aggies,108,@ Indiana,306,71,69,NA,NA
11/10/2017,UC Irvine Anteaters,109,Utah St.,731,66,81,NA,NA
11/14/2017,UC Irvine Anteaters,109,@ UNLV,465,87,84,NA,NA
11/17/2017,UC Irvine Anteaters,109,Portland,551,54,73,NA,NA
11/19/2017,UC Irvine Anteaters,109,Idaho St.,294,63,52,NA,NA
11/24/2017,UC Irvine Anteaters,109,"Illinois <br/>@ Dreamstyle Arena (Albuquerque, N.M.)",301,72,78,NA,NA
11/25/2017,UC Irvine Anteaters,109,@ New Mexico,473,59,65,NA,NA
11/26/2017,UC Irvine Anteaters,109,"Wichita St. <br/>@ Dreamstyle Arena (Albuquerque, N.M.)",782,61,83,NA,NA
11/30/2017,UC Irvine Anteaters,109,Pepperdine,541,53,76,NA,NA
12/5/2017,UC Irvine Anteaters,109,@ Southern Utah,667,75,74,NA,NA
12/8/2017,UC Irvine Anteaters,109,@ San Diego St.,626,71,64,NA,NA
12/16/2017,UC Irvine Anteaters,109,Portland St.,550,67,65,NA,NA
12/19/2017,UC Irvine Anteaters,109,Chapman,134,72,82,NA,NA
12/22/2017,UC Irvine Anteaters,109,@ Seattle U,1356,92,57,NA,NA
12/31/2017,UC Irvine Anteaters,109,@ CSU Bakersfield,94,84,79,NA,NA
1/4/2018,UC Irvine Anteaters,109,UC Davis,108,72,59,NA,NA
1/11/2018,UC Irvine Anteaters,109,@ Hawaii,277,67,76,NA,NA
1/13/2018,UC Irvine Anteaters,109,UC Santa Barbara,104,74,67,NA,NA
1/18/2018,UC Irvine Anteaters,109,@ Cal Poly,90,77,74,NA,NA
1/20/2018,UC Irvine Anteaters,109,Hawaii,277,76,79,NA,NA
1/25/2018,UC Irvine Anteaters,109,@ UC Riverside,111,70,66,NA,NA
1/27/2018,UC Irvine Anteaters,109,CSUN,101,81,71,NA,NA
1/31/2018,UC Irvine Anteaters,109,@ Cal St. Fullerton,97,56,47,NA,NA
2/3/2018,UC Irvine Anteaters,109,@ Long Beach St.,99,76,60,NA,NA
2/10/2018,UC Irvine Anteaters,109,UC Riverside,111,100,81,NA,NA
2/15/2018,UC Irvine Anteaters,109,Cal Poly,90,76,63,NA,NA
2/17/2018,UC Irvine Anteaters,109,@ UC Santa Barbara,104,107,66,NA,NA
2/21/2018,UC Irvine Anteaters,109,Long Beach St.,99,55,82,NA,NA
2/24/2018,UC Irvine Anteaters,109,@ UC Davis,108,73,80,NA,NA
3/1/2018,UC Irvine Anteaters,109,@ CSUN,101,56,66,NA,NA
3/3/2018,UC Irvine Anteaters,109,Cal St. Fullerton,97,67,71,NA,NA
3/7/2018,UC Irvine Anteaters,109,UC Riverside <br/>@ Titan Gym,111,78,58,NA,NA
3/15/2018,UC Irvine Anteaters,109,@ Nevada,466,74,86,NA,NA
11/10/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,Pfeiffer,542,60,70,NA,NA
11/12/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,@ Kentucky,334,72,53,NA,NA
11/13/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,@ Morehead St.,444,34,72,NA,NA
11/17/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,UCF,128,68,60,NA,NA
11/20/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,Furman,244,30,65,NA,NA
11/28/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,USC Upstate,10411,83,26,NA,NA
12/5/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,Wofford,2915,60,39,NA,NA
12/15/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,@ Davidson,173,73,55,NA,NA
12/17/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,@ Mt. St. Mary's,450,70,65,NA,NA
12/28/2017,Gardner-Webb Runnin&#x27; Bulldogs,1092,Western Caro.,769,75,67,NA,NA
