date,team.name,team.ID,opponent.name,opponent.ID,team.score,opponent.score,game.location,no.overtime
12/1/2017,Belmont Bruins,14927,Presbyterian,1320,97,39,NA,NA
12/4/2017,Belmont Bruins,14927,@ Lipscomb,28600,90,48,NA,NA
12/14/2017,Belmont Bruins,14927,@ Arkansas St.,30,91,59,NA,NA
12/18/2017,Belmont Bruins,14927,Wright St.,810,83,52,NA,NA
12/21/2017,Belmont Bruins,14927,@ Vanderbilt,736,81,91,NA,NA
12/28/2017,Belmont Bruins,14927,@ Southeast Mo. St.,654,111,74,NA,NA
12/30/2017,Belmont Bruins,14927,@ UT Martin,695,67,57,NA,NA
1/4/2018,Belmont Bruins,14927,Tennessee Tech,692,65,63,NA,NA
1/6/2018,Belmont Bruins,14927,Jacksonville St.,315,78,59,NA,NA
1/10/2018,Belmont Bruins,14927,@ SIUE,660,71,55,NA,NA
1/13/2018,Belmont Bruins,14927,@ Eastern Ill.,201,72,55,NA,NA
1/17/2018,Belmont Bruins,14927,Murray St.,454,86,58,NA,NA
1/20/2018,Belmont Bruins,14927,Austin Peay,43,70,65,NA,NA
1/25/2018,Belmont Bruins,14927,Eastern Ill.,201,78,75,NA,NA
1/27/2018,Belmont Bruins,14927,SIUE,660,59,37,NA,NA
2/1/2018,Belmont Bruins,14927,@ Eastern Ky.,202,86,64,NA,NA
2/3/2018,Belmont Bruins,14927,@ Morehead St.,444,77,55,NA,NA
2/8/2018,Belmont Bruins,14927,@ Tennessee St.,691,83,62,NA,NA
2/10/2018,Belmont Bruins,14927,@ Tennessee Tech,692,87,70,NA,NA
2/15/2018,Belmont Bruins,14927,Eastern Ky.,202,68,60,NA,NA
2/17/2018,Belmont Bruins,14927,Morehead St.,444,95,62,NA,NA
2/21/2018,Belmont Bruins,14927,@ Jacksonville St.,315,80,56,NA,NA
2/24/2018,Belmont Bruins,14927,Tennessee St.,691,66,35,NA,NA
2/28/2018,Belmont Bruins,14927,"Murray St. <br/>@ Evansville, Ind. (Ford Center)",454,84,42,NA,NA
3/2/2018,Belmont Bruins,14927,"Jacksonville St. <br/>@ Evansville, Ind. (Ford Center)",315,88,64,NA,NA
3/3/2018,Belmont Bruins,14927,"UT Martin <br/>@ Evansville, Ind. (Ford Center)",695,63,53,NA,NA
3/17/2018,Belmont Bruins,14927,"Duke <br/>@ Athens, Ga., (Stegeman Coliseum)",193,63,56,NA,NA
11/10/2017,Colgate Raiders,153,@ Canisius,116,58,72,NA,NA
11/13/2017,Colgate Raiders,153,@ Yale,813,70,63,NA,NA
11/16/2017,Colgate Raiders,153,@ Cornell,167,56,82,NA,NA
11/19/2017,Colgate Raiders,153,@ Arizona St.,28,74,70,NA,NA
11/22/2017,Colgate Raiders,153,@ Fairleigh Dickinson,222,54,65,NA,NA
11/26/2017,Colgate Raiders,153,@ Towson,711,51,61,NA,NA
11/29/2017,Colgate Raiders,153,Siena,639,65,61,NA,NA
12/2/2017,Colgate Raiders,153,UMass Lowell,368,70,73,NA,NA
12/6/2017,Colgate Raiders,153,@ Syracuse,688,84,64,NA,NA
12/10/2017,Colgate Raiders,153,Brown,80,39,79,NA,NA
12/22/2017,Colgate Raiders,153,Niagara,482,73,83,NA,NA
12/29/2017,Colgate Raiders,153,Holy Cross,285,44,81,NA,NA
1/2/2018,Colgate Raiders,153,American,23,64,71,NA,NA
1/5/2018,Colgate Raiders,153,@ Lafayette,342,55,77,NA,NA
1/8/2018,Colgate Raiders,153,@ Navy,726,48,63,NA,NA
1/11/2018,Colgate Raiders,153,Boston U.,68,54,70,NA,NA
1/14/2018,Colgate Raiders,153,@ Bucknell,83,49,62,NA,NA
1/17/2018,Colgate Raiders,153,Lehigh,352,57,77,NA,NA
1/21/2018,Colgate Raiders,153,@ Loyola Maryland,369,51,59,NA,NA
1/24/2018,Colgate Raiders,153,Army West Point,725,55,70,NA,NA
1/27/2018,Colgate Raiders,153,@ American,23,54,62,NA,NA
2/3/2018,Colgate Raiders,153,Navy,726,44,67,NA,NA
2/7/2018,Colgate Raiders,153,@ Boston U.,68,42,69,NA,NA
2/10/2018,Colgate Raiders,153,Bucknell,83,64,66,NA,NA
2/14/2018,Colgate Raiders,153,@ Lehigh,352,42,63,NA,NA
2/17/2018,Colgate Raiders,153,Loyola Maryland,369,54,48,NA,NA
2/21/2018,Colgate Raiders,153,@ Army West Point,725,71,60,NA,NA
2/24/2018,Colgate Raiders,153,@ Holy Cross,285,49,69,NA,NA
2/28/2018,Colgate Raiders,153,Lafayette,342,52,61,NA,NA
3/3/2018,Colgate Raiders,153,@ Holy Cross,285,60,55,NA,NA
11/10/2017,Colorado St. Rams,156,Idaho,295,47,66,NA,NA
11/13/2017,Colorado St. Rams,156,Gonzaga,260,69,83,NA,NA
11/16/2017,Colorado St. Rams,156,Eastern N.M.,206,65,49,NA,NA
11/21/2017,Colorado St. Rams,156,Oklahoma,522,75,35,NA,NA
11/25/2017,Colorado St. Rams,156,N.C. Central,489,46,78,NA,NA
11/30/2017,Colorado St. Rams,156,@ Denver,183,85,48,NA,NA
12/2/2017,Colorado St. Rams,156,BYU,77,61,56,NA,NA
12/6/2017,Colorado St. Rams,156,Colorado,157,56,54,NA,NA
12/10/2017,Colorado St. Rams,156,@ Northern Colo.,502,67,70,NA,NA
12/18/2017,Colorado St. Rams,156,Prairie View,553,55,44,NA,NA
12/21/2017,Colorado St. Rams,156,Morgan St.,446,71,59,NA,NA
12/28/2017,Colorado St. Rams,156,Boise St.,66,60,44,NA,NA
12/30/2017,Colorado St. Rams,156,San Jose St.,630,58,62,NA,NA
1/3/2018,Colorado St. Rams,156,@ San Diego St.,626,63,48,NA,NA
1/6/2018,Colorado St. Rams,156,@ Fresno St.,96,65,63,NA,NA
1/10/2018,Colorado St. Rams,156,Utah St.,731,45,56,NA,NA
1/13/2018,Colorado St. Rams,156,Wyoming,811,56,45,NA,NA
1/17/2018,Colorado St. Rams,156,@ Air Force,721,49,53,NA,NA
1/20/2018,Colorado St. Rams,156,@ UNLV,465,40,39,NA,NA
1/24/2018,Colorado St. Rams,156,San Diego St.,626,52,56,NA,NA
1/27/2018,Colorado St. Rams,156,New Mexico,473,72,43,NA,NA
1/31/2018,Colorado St. Rams,156,@ Wyoming,811,74,71,NA,NA
2/3/2018,Colorado St. Rams,156,@ Nevada,466,64,53,NA,NA
2/7/2018,Colorado St. Rams,156,Air Force,721,65,59,NA,NA
2/10/2018,Colorado St. Rams,156,@ San Jose St.,630,61,50,NA,NA
2/17/2018,Colorado St. Rams,156,Fresno St.,96,73,66,NA,NA
2/21/2018,Colorado St. Rams,156,@ Boise St.,66,64,75,NA,NA
2/24/2018,Colorado St. Rams,156,Nevada,466,49,55,NA,NA
2/27/2018,Colorado St. Rams,156,@ New Mexico,473,75,64,NA,NA
3/6/2018,Colorado St. Rams,156,"Fresno St. <br/>@ Las Vegas, Nevada (Thomas ' Mack Center)",96,48,54,NA,NA
3/7/2018,Colorado St. Rams,156,"Boise St. <br/>@ Las Vegas, Nevada (Thomas & Mack Center)",66,71,55,NA,NA
3/15/2018,Colorado St. Rams,156,Western Ill.,771,51,76,NA,NA
3/18/2018,Colorado St. Rams,156,@ South Dakota,650,67,64,NA,NA
11/10/2017,Colorado Buffaloes,157,@ Samford,625,49,74,NA,NA
11/12/2017,Colorado Buffaloes,157,@ North Carolina,457,71,60,NA,NA
11/15/2017,Colorado Buffaloes,157,Fla. Atlantic,229,80,87,NA,NA
11/18/2017,Colorado Buffaloes,157,Miami (FL),415,76,69,NA,NA
11/24/2017,Colorado Buffaloes,157,Mississippi Val.,432,67,61,NA,NA
11/25/2017,Colorado Buffaloes,157,George Mason,248,85,48,NA,NA
11/29/2017,Colorado Buffaloes,157,North Dakota St.,493,76,61,NA,NA
12/6/2017,Colorado Buffaloes,157,@ Colorado St.,156,108,59,NA,NA
12/11/2017,Colorado Buffaloes,157,Dartmouth,172,70,67,NA,NA
12/15/2017,Colorado Buffaloes,157,@ Air Force,721,75,81,NA,NA
12/21/2017,Colorado Buffaloes,157,Westminster (MO),1450,68,43,NA,NA
12/29/2017,Colorado Buffaloes,157,Arizona St.,28,106,47,NA,NA
12/31/2017,Colorado Buffaloes,157,Arizona,29,47,72,NA,NA
1/5/2018,Colorado Buffaloes,157,@ Washington St.,754,79,60,NA,NA
1/7/2018,Colorado Buffaloes,157,@ Washington,756,75,89,NA,NA
1/12/2018,Colorado Buffaloes,157,Southern California,657,66,61,NA,NA
1/14/2018,Colorado Buffaloes,157,UCLA,110,51,86,NA,NA
1/19/2018,Colorado Buffaloes,157,@ Arizona,29,55,93,NA,NA
1/21/2018,Colorado Buffaloes,157,@ Arizona St.,28,63,72,NA,NA
1/26/2018,Colorado Buffaloes,157,Oregon,529,59,73,NA,NA
1/28/2018,Colorado Buffaloes,157,Oregon St.,528,55,74,NA,NA
2/1/2018,Colorado Buffaloes,157,@ Utah,732,71,86,NA,NA
2/4/2018,Colorado Buffaloes,157,Utah,732,69,65,NA,NA
2/9/2018,Colorado Buffaloes,157,@ California,107,74,78,NA,NA
2/11/2018,Colorado Buffaloes,157,@ Stanford,674,76,78,NA,NA
2/16/2018,Colorado Buffaloes,157,Washington,756,53,62,NA,NA
2/18/2018,Colorado Buffaloes,157,Washington St.,754,76,56,NA,NA
2/22/2018,Colorado Buffaloes,157,@ UCLA,110,72,69,NA,NA
2/24/2018,Colorado Buffaloes,157,@ Southern California,657,67,73,NA,NA
3/1/2018,Colorado Buffaloes,157,"Utah <br/>@ Seattle, Wash. - KeyArena",732,53,65,NA,NA
3/2/2018,Colorado Buffaloes,157,"Oregon <br/>@ Seattle, Wash. - KeyArena",529,66,56,NA,NA
11/10/2017,Columbia Lions,158,@ Providence,556,47,84,NA,NA
11/12/2017,Columbia Lions,158,Richmond,575,73,64,NA,NA
11/15/2017,Columbia Lions,158,@ UMass Lowell,368,79,85,NA,NA
11/19/2017,Columbia Lions,158,@ Vermont,738,70,77,NA,NA
11/23/2017,Columbia Lions,158,Green Bay <br/>@ Hard Rock Hotel Riviera Maya,794,73,66,NA,NA
11/24/2017,Columbia Lions,158,Mississippi St. <br/>@ Hard Rock Hotel Riviera Maya,430,43,61,NA,NA
11/25/2017,Columbia Lions,158,Arizona St. <br/>@ Hard Rock Hotel Riviera Maya,28,54,90,NA,NA
11/29/2017,Columbia Lions,158,Boston College,67,48,72,NA,NA
12/3/2017,Columbia Lions,158,@ UMBC,391,68,60,NA,NA
12/6/2017,Columbia Lions,158,Saint Francis (PA),600,60,44,NA,NA
12/9/2017,Columbia Lions,158,Buffalo,86,94,81,NA,NA
12/11/2017,Columbia Lions,158,Hofstra,283,63,65,NA,NA
12/28/2017,Columbia Lions,158,@ Houston,288,75,53,NA,NA
12/30/2017,Columbia Lions,158,@ Rice,574,53,77,NA,NA
1/3/2018,Columbia Lions,158,@ Hampton,270,44,67,NA,NA
1/12/2018,Columbia Lions,158,@ Princeton,554,58,60,NA,NA
1/13/2018,Columbia Lions,158,@ Penn,540,47,69,NA,NA
1/20/2018,Columbia Lions,158,Cornell,167,51,70,NA,NA
1/27/2018,Columbia Lions,158,@ Cornell,167,47,57,NA,NA
2/2/2018,Columbia Lions,158,@ Harvard,275,72,54,NA,NA
2/3/2018,Columbia Lions,158,@ Dartmouth,172,67,85,NA,NA
2/9/2018,Columbia Lions,158,Yale,813,65,88,NA,NA
2/10/2018,Columbia Lions,158,Brown,80,50,73,NA,NA
2/16/2018,Columbia Lions,158,Penn,540,80,84,NA,NA
2/17/2018,Columbia Lions,158,Princeton,554,39,75,NA,NA
2/23/2018,Columbia Lions,158,@ Brown,80,46,74,NA,NA
2/24/2018,Columbia Lions,158,@ Yale,813,90,74,NA,NA
3/3/2018,Columbia Lions,158,Dartmouth,172,59,66,NA,NA
3/4/2018,Columbia Lions,158,Harvard,275,77,88,NA,NA
11/12/2017,UConn Huskies,164,"Stanford <br/>@ Columbus, Ohio (Nationwide Arena)",674,59,78,NA,NA
11/17/2017,UConn Huskies,164,California,107,78,53,NA,NA
11/19/2017,UConn Huskies,164,Maryland,392,82,47,NA,NA
11/21/2017,UConn Huskies,164,@ UCLA,110,97,72,NA,NA
11/25/2017,UConn Huskies,164,"Michigan St. <br/>@ Eugene, Ore. (Matthew Knight Arena)",416,78,60,NA,NA
11/28/2017,UConn Huskies,164,@ Nevada,466,96,62,NA,NA
12/3/2017,UConn Huskies,164,Notre Dame,513,88,57,NA,NA
12/8/2017,UConn Huskies,164,@ DePaul,176,80,71,NA,NA
12/19/2017,UConn Huskies,164,Oklahoma <br/>@ Mohegan Sun Arena,522,103,69,NA,NA
12/22/2017,UConn Huskies,164,"Duquesne <br/>@ Toronto, ON",194,88,64,NA,NA
12/31/2017,UConn Huskies,164,Memphis,404,104,52,NA,NA
1/3/2018,UConn Huskies,164,@ East Carolina,196,97,49,NA,NA
1/6/2018,UConn Huskies,164,@ South Fla.,651,96,35,NA,NA
1/9/2018,UConn Huskies,164,UCF,128,100,49,NA,NA
1/13/2018,UConn Huskies,164,@ Houston,288,80,44,NA,NA
1/15/2018,UConn Huskies,164,@ Texas,703,95,35,NA,NA
1/18/2018,UConn Huskies,164,Tulsa,719,75,71,NA,NA
1/21/2018,UConn Huskies,164,@ Temple,690,78,60,NA,NA
1/24/2018,UConn Huskies,164,@ Memphis,404,113,57,NA,NA
1/27/2018,UConn Huskies,164,Tulane,718,93,36,NA,NA
2/1/2018,UConn Huskies,164,@ South Carolina,648,98,45,NA,NA
2/4/2018,UConn Huskies,164,Cincinnati,140,83,58,NA,NA
2/7/2018,UConn Huskies,164,@ UCF,128,106,65,NA,NA
2/10/2018,UConn Huskies,164,Wichita St.,782,55,37,NA,NA
2/12/2018,UConn Huskies,164,Louisville,367,124,43,NA,NA
2/18/2018,UConn Huskies,164,Temple,690,69,58,NA,NA
2/21/2018,UConn Huskies,164,@ Tulane,718,106,45,NA,NA
2/24/2018,UConn Huskies,164,@ SMU,663,91,47,NA,NA
2/26/2018,UConn Huskies,164,South Fla.,651,80,36,NA,NA
3/4/2018,UConn Huskies,164,"Tulane <br/>@ Mohegan Sun Arena - Uncasville, Conn.",718,82,53,NA,NA
3/5/2018,UConn Huskies,164,"Cincinnati <br/>@ Mohegan Sun Arena - Uncasville, Conn.",140,82,56,NA,NA
3/6/2018,UConn Huskies,164,"South Fla. <br/>@ Mohegan Sun Arena - Uncasville, Conn.",651,75,21,NA,NA
3/17/2018,UConn Huskies,164,Saint Francis (PA),600,70,54,NA,NA
3/19/2018,UConn Huskies,164,Quinnipiac,562,140,52,NA,NA
3/24/2018,UConn Huskies,164,"Duke <br/>@ Albany, New York (Times Union Center)",193,71,46,NA,NA
3/26/2018,UConn Huskies,164,"South Carolina <br/>@ Albany, New York (Times Union Center)",648,72,59,NA,NA
3/30/2018,UConn Huskies,164,"Notre Dame <br/>@ Columbus, Ohio (Nationwide Arena)",513,94,65,NA,NA
11/12/2017,Coppin St. Eagles,165,@ Baylor,51,89,91,NA,NA
11/14/2017,Coppin St. Eagles,165,@ SFA,676,54,100,NA,NA
11/18/2017,Coppin St. Eagles,165,Mt. St. Mary's,450,59,72,NA,NA
11/20/2017,Coppin St. Eagles,165,@ Charleston So.,48,68,54,NA,NA
11/24/2017,Coppin St. Eagles,165,"Missouri <br/>@ Berkeley, Calif.",434,58,72,NA,NA
11/25/2017,Coppin St. Eagles,165,"Manhattan <br/>@ Berkeley, Calif.",381,50,73,NA,NA
11/30/2017,Coppin St. Eagles,165,@ Old Dominion,523,56,74,NA,NA
12/3/2017,Coppin St. Eagles,165,@ Charlotte,458,67,75,NA,NA
12/5/2017,Coppin St. Eagles,165,@ Middle Tenn.,419,49,78,NA,NA
12/10/2017,Coppin St. Eagles,165,@ West Virginia,768,39,69,NA,NA
12/18/2017,Coppin St. Eagles,165,@ VCU,740,43,101,NA,NA
12/20/2017,Coppin St. Eagles,165,Maryland,392,47,62,NA,NA
1/3/2018,Coppin St. Eagles,165,@ Norfolk St.,485,49,113,NA,NA
1/6/2018,Coppin St. Eagles,165,Savannah St.,632,57,71,NA,NA
1/8/2018,Coppin St. Eagles,165,Florida A&M,228,66,57,NA,NA
1/13/2018,Coppin St. Eagles,165,@ N.C. Central,489,62,56,NA,NA
1/15/2018,Coppin St. Eagles,165,@ N.C. A&T,488,52,60,NA,NA
1/20/2018,Coppin St. Eagles,165,Morgan St.,446,63,64,NA,NA
1/27/2018,Coppin St. Eagles,165,South Carolina St.,647,55,53,NA,NA
1/29/2018,Coppin St. Eagles,165,UMES,393,56,39,NA,NA
1/31/2018,Coppin St. Eagles,165,@ Hampton,270,69,63,NA,NA
2/3/2018,Coppin St. Eagles,165,@ Bethune-Cookman,61,35,67,NA,NA
2/5/2018,Coppin St. Eagles,165,@ South Carolina St.,647,38,64,NA,NA
2/12/2018,Coppin St. Eagles,165,Hampton,270,65,67,NA,NA
2/17/2018,Coppin St. Eagles,165,Bethune-Cookman,61,48,83,NA,NA
2/19/2018,Coppin St. Eagles,165,@ Delaware St.,178,63,75,NA,NA
2/26/2018,Coppin St. Eagles,165,@ Morgan St.,446,66,70,NA,NA
3/1/2018,Coppin St. Eagles,165,Howard,290,59,73,NA,NA
3/5/2018,Coppin St. Eagles,165,Morgan St. <br/>@ 2018 MEAC Women's Basketball Tournament,446,69,87,NA,NA
11/10/2017,Cornell Big Red,167,@ Loyola Maryland,369,51,58,NA,NA
11/13/2017,Cornell Big Red,167,@ Pittsburgh,545,63,78,NA,NA
11/16/2017,Cornell Big Red,167,Colgate,153,39,51,NA,NA
11/20/2017,Cornell Big Red,167,Lehigh,352,70,74,NA,NA
11/22/2017,Cornell Big Red,167,@ Canisius,116,57,62,NA,NA
11/28/2017,Cornell Big Red,167,Lafayette,342,67,59,NA,NA
12/1/2017,Cornell Big Red,167,Stony Brook,683,58,59,NA,NA
12/16/2017,Cornell Big Red,167,Oakland,514,48,40,NA,NA
12/18/2017,Cornell Big Red,167,Binghamton,62,77,79,NA,NA
12/21/2017,Cornell Big Red,167,@ Drexel,191,58,66,NA,NA
12/29/2017,Cornell Big Red,167,@ New Hampshire,469,39,61,NA,NA
12/31/2017,Cornell Big Red,167,@ UMass Lowell,368,45,48,NA,NA
1/3/2018,Cornell Big Red,167,@ NJIT,471,71,53,NA,NA
1/12/2018,Cornell Big Red,167,@ Penn,540,61,46,NA,NA
1/13/2018,Cornell Big Red,167,@ Princeton,554,48,68,NA,NA
1/20/2018,Cornell Big Red,167,@ Columbia,158,54,75,NA,NA
1/27/2018,Cornell Big Red,167,Columbia,158,57,47,NA,NA
2/2/2018,Cornell Big Red,167,@ Dartmouth,172,54,72,NA,NA
2/3/2018,Cornell Big Red,167,@ Harvard,275,40,55,NA,NA
2/9/2018,Cornell Big Red,167,Brown,80,58,80,NA,NA
2/10/2018,Cornell Big Red,167,Yale,813,70,68,NA,NA
2/16/2018,Cornell Big Red,167,Princeton,554,55,65,NA,NA
2/17/2018,Cornell Big Red,167,Penn,540,40,72,NA,NA
2/23/2018,Cornell Big Red,167,@ Yale,813,39,53,NA,NA
2/24/2018,Cornell Big Red,167,@ Brown,80,56,69,NA,NA
3/3/2018,Cornell Big Red,167,Harvard,275,59,85,NA,NA
3/4/2018,Cornell Big Red,167,Dartmouth,172,57,91,NA,NA
11/10/2017,Creighton Bluejays,169,Wichita St.,782,51,49,NA,NA
11/14/2017,Creighton Bluejays,169,@ South Dakota,650,66,61,NA,NA
11/19/2017,Creighton Bluejays,169,@ Nebraska,463,68,73,NA,NA
11/21/2017,Creighton Bluejays,169,UNI,504,64,49,NA,NA
11/24/2017,Creighton Bluejays,169,"Washington <br/>@ Las Vegas, Nev. - Southpoint Arena",756,89,78,NA,NA
11/25/2017,Creighton Bluejays,169,"UCLA <br/>@ South Point Arena (Las Vegas, NV)",110,64,67,NA,NA
12/3/2017,Creighton Bluejays,169,@ Drake,189,63,72,NA,NA
12/10/2017,Creighton Bluejays,169,@ Omaha,464,108,100,NA,NA
12/15/2017,Creighton Bluejays,169,South Dakota St.,649,72,51,NA,NA
12/21/2017,Creighton Bluejays,169,Florida St.,234,72,65,NA,NA
12/28/2017,Creighton Bluejays,169,Villanova,739,82,92,NA,NA
12/30/2017,Creighton Bluejays,169,Georgetown,251,69,54,NA,NA
1/2/2018,Creighton Bluejays,169,@ Seton Hall,635,69,58,NA,NA
1/5/2018,Creighton Bluejays,169,@ St. John's (NY),603,68,51,NA,NA
1/7/2018,Creighton Bluejays,169,Marquette,387,65,72,NA,NA
1/10/2018,Creighton Bluejays,169,DePaul,176,77,92,NA,NA
1/13/2018,Creighton Bluejays,169,Providence,556,54,82,NA,NA
1/19/2018,Creighton Bluejays,169,@ Butler,87,73,56,NA,NA
1/22/2018,Creighton Bluejays,169,@ Xavier,812,53,59,NA,NA
1/26/2018,Creighton Bluejays,169,St. John's (NY),603,71,64,NA,NA
1/28/2018,Creighton Bluejays,169,Seton Hall,635,53,39,NA,NA
2/2/2018,Creighton Bluejays,169,@ DePaul,176,81,64,NA,NA
2/4/2018,Creighton Bluejays,169,@ Marquette,387,67,77,NA,NA
2/10/2018,Creighton Bluejays,169,@ Providence,556,74,73,NA,NA
2/16/2018,Creighton Bluejays,169,Xavier,812,87,84,NA,NA
2/18/2018,Creighton Bluejays,169,Butler,87,65,54,NA,NA
2/23/2018,Creighton Bluejays,169,@ Georgetown,251,64,55,NA,NA
2/25/2018,Creighton Bluejays,169,@ Villanova,739,67,70,NA,NA
3/4/2018,Creighton Bluejays,169,"St. John's (NY) <br/>@ Chicago, Ill. (Wintrust Arena)",603,48,55,NA,NA
3/5/2018,Creighton Bluejays,169,"Marquette <br/>@ Chicago, Ill. (Wintrust Arena)",387,66,58,NA,NA
3/17/2018,Creighton Bluejays,169,"Iowa <br/>@ Los Angeles, Calif. (Pauley Pavilion)",312,70,76,NA,NA
3/19/2018,Creighton Bluejays,169,@ UCLA,110,76,70,NA,NA
11/10/2017,Alcorn Lady Braves,17,@ Southeastern La.,655,64,86,NA,NA
11/15/2017,Alcorn Lady Braves,17,LeMoyne-Owen,350,84,77,NA,NA
11/20/2017,Alcorn Lady Braves,17,@ Central Ark.,1004,76,35,NA,NA
11/24/2017,Alcorn Lady Braves,17,@ Southern Miss.,664,52,75,NA,NA
11/25/2017,Alcorn Lady Braves,17,"SFA <br/>@ Reed Green Coliseum (Hattiesburg, Miss.)",676,67,72,NA,NA
12/15/2017,Alcorn Lady Braves,17,"Oral Roberts <br/>@ Wichita, Kan. (Charles Koch Arena)",527,76,64,NA,NA
12/16/2017,Alcorn Lady Braves,17,@ Wichita St.,782,52,76,NA,NA
12/20/2017,Alcorn Lady Braves,17,@ Louisiana,671,46,87,NA,NA
12/29/2017,Alcorn Lady Braves,17,@ Louisiana Tech,366,47,67,NA,NA
1/1/2018,Alcorn Lady Braves,17,@ Prairie View,553,50,87,NA,NA
1/3/2018,Alcorn Lady Braves,17,@ Texas Southern,699,73,72,NA,NA
1/6/2018,Alcorn Lady Braves,17,Jackson St.,314,57,91,NA,NA
1/8/2018,Alcorn Lady Braves,17,Grambling,261,51,74,NA,NA
1/13/2018,Alcorn Lady Braves,17,@ Mississippi Val.,432,68,75,NA,NA
1/15/2018,Alcorn Lady Braves,17,@ Ark.-Pine Bluff,2678,76,70,NA,NA
1/20/2018,Alcorn Lady Braves,17,Alabama A&M,6,80,77,NA,NA
1/22/2018,Alcorn Lady Braves,17,Alabama St.,7,57,52,NA,NA
1/27/2018,Alcorn Lady Braves,17,@ Southern U.,665,73,41,NA,NA
2/3/2018,Alcorn Lady Braves,17,@ Jackson St.,314,56,64,NA,NA
2/5/2018,Alcorn Lady Braves,17,@ Grambling,261,69,94,NA,NA
2/10/2018,Alcorn Lady Braves,17,Mississippi Val.,432,51,68,NA,NA
2/12/2018,Alcorn Lady Braves,17,Ark.-Pine Bluff,2678,61,62,NA,NA
2/17/2018,Alcorn Lady Braves,17,@ Alabama A&M,6,76,58,NA,NA
2/19/2018,Alcorn Lady Braves,17,@ Alabama St.,7,63,74,NA,NA
2/24/2018,Alcorn Lady Braves,17,Southern U.,665,65,57,NA,NA
3/1/2018,Alcorn Lady Braves,17,Prairie View,553,55,75,NA,NA
3/3/2018,Alcorn Lady Braves,17,Texas Southern,699,76,96,NA,NA
3/6/2018,Alcorn Lady Braves,17,@ Grambling,261,54,52,NA,NA
11/10/2017,Dartmouth Big Green,172,Vermont,738,71,80,NA,NA
11/12/2017,Dartmouth Big Green,172,Boston College,67,66,56,NA,NA
11/24/2017,Dartmouth Big Green,172,Rhode Island,572,68,57,NA,NA
11/26/2017,Dartmouth Big Green,172,NJIT,471,70,54,NA,NA
11/29/2017,Dartmouth Big Green,172,@ Army West Point,725,81,50,NA,NA
12/2/2017,Dartmouth Big Green,172,@ Marist,386,56,71,NA,NA
12/5/2017,Dartmouth Big Green,172,New Hampshire,469,60,51,NA,NA
12/9/2017,Dartmouth Big Green,172,Maine,380,57,49,NA,NA
12/11/2017,Dartmouth Big Green,172,@ Colorado,157,51,64,NA,NA
12/15/2017,Dartmouth Big Green,172,@ Ohio St.,518,81,75,NA,NA
12/20/2017,Dartmouth Big Green,172,@ Holy Cross,285,70,103,NA,NA
12/30/2017,Dartmouth Big Green,172,@ Albany (NY),14,76,74,NA,NA
12/31/2017,Dartmouth Big Green,172,@ Binghamton,62,61,76,NA,NA
1/6/2018,Dartmouth Big Green,172,Harvard,275,64,80,NA,NA
1/20/2018,Dartmouth Big Green,172,@ Harvard,275,63,56,NA,NA
1/26/2018,Dartmouth Big Green,172,Brown,80,65,76,NA,NA
1/27/2018,Dartmouth Big Green,172,Yale,813,78,73,NA,NA
2/2/2018,Dartmouth Big Green,172,Cornell,167,39,57,NA,NA
2/3/2018,Dartmouth Big Green,172,Columbia,158,55,40,NA,NA
2/9/2018,Dartmouth Big Green,172,@ Penn,540,88,65,NA,NA
2/10/2018,Dartmouth Big Green,172,@ Princeton,554,47,65,NA,NA
2/16/2018,Dartmouth Big Green,172,@ Yale,813,63,82,NA,NA
2/17/2018,Dartmouth Big Green,172,@ Brown,80,64,62,NA,NA
2/23/2018,Dartmouth Big Green,172,Princeton,554,77,60,NA,NA
2/24/2018,Dartmouth Big Green,172,Penn,540,67,79,NA,NA
3/3/2018,Dartmouth Big Green,172,@ Columbia,158,50,79,NA,NA
3/4/2018,Dartmouth Big Green,172,@ Cornell,167,88,77,NA,NA
11/10/2017,Davidson Wildcats,173,@ Western Caro.,769,49,51,NA,NA
11/12/2017,Davidson Wildcats,173,@ NC State,490,70,57,NA,NA
11/15/2017,Davidson Wildcats,173,@ Furman,244,49,73,NA,NA
11/19/2017,Davidson Wildcats,173,@ Appalachian St.,27,62,65,NA,NA
11/22/2017,Davidson Wildcats,173,UNC Asheville,456,59,57,NA,NA
11/25/2017,Davidson Wildcats,173,Princeton,554,58,50,NA,NA
11/27/2017,Davidson Wildcats,173,@ William & Mary,786,57,63,NA,NA
12/3/2017,Davidson Wildcats,173,@ Mercer,406,55,73,NA,NA
12/6/2017,Davidson Wildcats,173,Elon,1068,54,69,NA,NA
12/15/2017,Davidson Wildcats,173,Gardner-Webb,1092,58,75,NA,NA
12/18/2017,Davidson Wildcats,173,@ High Point,19651,65,70,NA,NA
12/21/2017,Davidson Wildcats,173,Charlotte,458,82,74,NA,NA
12/28/2017,Davidson Wildcats,173,@ UCF,128,68,66,NA,NA
12/31/2017,Davidson Wildcats,173,@ George Mason,248,54,62,NA,NA
1/4/2018,Davidson Wildcats,173,Duquesne,194,61,74,NA,NA
1/7/2018,Davidson Wildcats,173,Rhode Island,572,54,79,NA,NA
1/10/2018,Davidson Wildcats,173,@ Fordham,236,77,67,NA,NA
1/14/2018,Davidson Wildcats,173,@ Richmond,575,58,66,NA,NA
